stdeviation,BIAS,BIAS_squared,CV,slope,RMSE
0.07435525710455623,-0.031079454545454535,0.11025872121350022,0.0911305120563342,0.33213060127779787,0.34027551406556555
0.1662349035717177,0.15857727272727273,0.23920256725591008,0.140624065282323,0.3909406092939423,0.5165623006195945
0.34500262775722873,-0.32308888888888887,0.4842968557036526,0.09382947189413393,0.9662133333333334,0.7767391253587305
