key_resp_start.keys,key_resp_start.rt,key_resp_stop.keys,key_resp_stop.rt,feedback_range,hit,stimulus_range,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimulus_duration,onset,feedback,feedback_range_fromfile,participant,session,date,expName,psychopyVersion,OS,frameRate
space,0.641,space,2.313,0.3,FALSE,Training,0,0,0,0,1,1,0.3,True,0.3,T11,r1,2021-04-25_21h43.11.763,subsecond_timing_v2,2021.1.2,MacIntel,62.5
space,3.752,space,1.437,0.3,FALSE,Training,0,1,1,1,1,0.75,0.1,True,0.3,T11,r1,2021-04-25_21h43.11.763,subsecond_timing_v2,2021.1.2,MacIntel,62.5
space,0.803,space,0.507,0.3,TRUE,Training,0,2,2,2,1,0.5,0.1,True,0.3,T11,r1,2021-04-25_21h43.11.763,subsecond_timing_v2,2021.1.2,MacIntel,62.5
space,0.62,space,0.487,0.3,TRUE,Training,0,3,3,3,1,0.5,0.2,True,0.3,T11,r1,2021-04-25_21h43.11.763,subsecond_timing_v2,2021.1.2,MacIntel,62.5
space,0.202,space,0.937,0.3,TRUE,Training,0,4,4,4,1,0.75,0.2,True,0.3,T11,r1,2021-04-25_21h43.11.763,subsecond_timing_v2,2021.1.2,MacIntel,62.5
space,0.733,space,0.739,0.3,TRUE,Training,0,5,5,5,1,1,0.3,True,0.3,T11,r1,2021-04-25_21h43.11.763,subsecond_timing_v2,2021.1.2,MacIntel,62.5
space,1.004,space,0.804,,,ms_small,0,6,6,6,1,0.706,0.2,False,None,T11,r1,2021-04-25_21h43.11.763,subsecond_timing_v2,2021.1.2,MacIntel,62.5
space,0.743,space,0.785,,,ms_small,0,7,7,7,1,0.812,0.3,False,None,T11,r1,2021-04-25_21h43.11.763,subsecond_timing_v2,2021.1.2,MacIntel,62.5
space,0.603,space,0.904,,,ms_small,0,8,8,8,1,0.847,0.1,False,None,T11,r1,2021-04-25_21h43.11.763,subsecond_timing_v2,2021.1.2,MacIntel,62.5
space,0.669,space,0.903,,,ms_small,0,9,9,9,1,0.67,0.3,False,None,T11,r1,2021-04-25_21h43.11.763,subsecond_timing_v2,2021.1.2,MacIntel,62.5
space,0.636,space,0.987,,,ms_small,0,10,10,10,1,0.988,0.1,False,None,T11,r1,2021-04-25_21h43.11.763,subsecond_timing_v2,2021.1.2,MacIntel,62.5
space,0.738,space,0.989,,,ms_small,0,11,11,11,1,0.953,0.1,False,None,T11,r1,2021-04-25_21h43.11.763,subsecond_timing_v2,2021.1.2,MacIntel,62.5
space,0.657,space,0.891,,,ms_small,0,12,12,12,1,0.882,0.3,False,None,T11,r1,2021-04-25_21h43.11.763,subsecond_timing_v2,2021.1.2,MacIntel,62.5
space,1.042,space,0.772,,,ms_small,0,13,13,13,1,0.918,0.1,False,None,T11,r1,2021-04-25_21h43.11.763,subsecond_timing_v2,2021.1.2,MacIntel,62.5
space,1.054,space,0.689,,,ms_small,0,14,14,14,1,0.776,0.2,False,None,T11,r1,2021-04-25_21h43.11.763,subsecond_timing_v2,2021.1.2,MacIntel,62.5
space,0.82,space,0.709,,,ms_small,0,15,15,15,1,0.741,0.3,False,None,T11,r1,2021-04-25_21h43.11.763,subsecond_timing_v2,2021.1.2,MacIntel,62.5
space,0.736,space,0.871,,,ms_small,0,16,16,16,1,1.024,0.3,False,None,T11,r1,2021-04-25_21h43.11.763,subsecond_timing_v2,2021.1.2,MacIntel,62.5
space,0.62,space,0.67,,,ms_small,0,17,17,17,1,0.67,0.1,False,None,T11,r1,2021-04-25_21h43.11.763,subsecond_timing_v2,2021.1.2,MacIntel,62.5
space,0.554,space,0.908,,,ms_small,0,18,18,18,1,0.812,0.3,False,None,T11,r1,2021-04-25_21h43.11.763,subsecond_timing_v2,2021.1.2,MacIntel,62.5
