key_resp_start.keys,key_resp_start.rt,key_resp_stop.keys,key_resp_stop.rt,feedback_range,hit,stimulus_range,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimulus_duration,onset,feedback,feedback_range_fromfile,participant,session,date,expName,psychopyVersion,OS,frameRate
space,2.10452,space,0.85391,0.3,TRUE,Training,0,0,0,0,1,1,0.3,True,0.3,D07,r1,2021-04-29_20h13.03.311,subsecond_timing_v2,2021.1.2,Win32,59.78000956
space,0.97334,space,0.60539,0.3,TRUE,Training,0,1,1,1,1,0.75,0.1,True,0.3,D07,r1,2021-04-29_20h13.03.311,subsecond_timing_v2,2021.1.2,Win32,59.78000956
space,0.81813,space,0.441375,0.3,TRUE,Training,0,2,2,2,1,0.5,0.1,True,0.3,D07,r1,2021-04-29_20h13.03.311,subsecond_timing_v2,2021.1.2,Win32,59.78000956
space,0.899255,space,0.400335,0.3,TRUE,Training,0,3,3,3,1,0.5,0.2,True,0.3,D07,r1,2021-04-29_20h13.03.311,subsecond_timing_v2,2021.1.2,Win32,59.78000956
space,0.92051,space,0.834895,0.3,TRUE,Training,0,4,4,4,1,0.75,0.2,True,0.3,D07,r1,2021-04-29_20h13.03.311,subsecond_timing_v2,2021.1.2,Win32,59.78000956
space,0.767555,space,1.02701,0.3,TRUE,Training,0,5,5,5,1,1,0.3,True,0.3,D07,r1,2021-04-29_20h13.03.311,subsecond_timing_v2,2021.1.2,Win32,59.78000956
space,0.64114,space,0.758155,,,ms_small,0,6,6,6,1,0.706,0.2,False,None,D07,r1,2021-04-29_20h13.03.311,subsecond_timing_v2,2021.1.2,Win32,59.78000956
space,0.78534,space,0.35113,,,ms_small,0,7,7,7,1,0.812,0.3,False,None,D07,r1,2021-04-29_20h13.03.311,subsecond_timing_v2,2021.1.2,Win32,59.78000956
space,0.91753,space,1.051535,,,ms_small,0,8,8,8,1,0.847,0.1,False,None,D07,r1,2021-04-29_20h13.03.311,subsecond_timing_v2,2021.1.2,Win32,59.78000956
space,0.88499,space,0.93485,,,ms_small,0,9,9,9,1,0.67,0.3,False,None,D07,r1,2021-04-29_20h13.03.311,subsecond_timing_v2,2021.1.2,Win32,59.78000956
