stdeviation,BIAS,BIAS_squared,CV,slope,RMSE
0.07435525710455623,-0.031079454545454535,0.11025872121350022,0.0911305120563342,0.33213060127779787,0.34027551406556555
0.11121408399328994,-0.07843895454545456,0.16233694173273183,0.11767359974065351,0.23034265322879127,0.41797788722754026
0.2867740064810009,-0.036780955056179794,0.31724827078844486,0.07235885860178742,0.9533067666666665,0.6320503157040664
