key_resp_start.keys,key_resp_start.rt,key_resp_stop.keys,key_resp_stop.rt,feedback_range,hit,stimulus_range,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimulus_duration,onset,feedback,feedback_range_fromfile,participant,session,date,expName,psychopyVersion,OS,frameRate
space,0.94072,space,0.74983,0.3,TRUE,Training,0,0,0,0,1,1,0.2,True,0.3,T07,r2,2021-04-25_17h15.25.365,subsecond_timing_v2,2021.1.2,Win32,60.09976561
space,0.800275,space,0.61764,0.3,TRUE,Training,0,1,1,1,1,0.75,0.2,True,0.3,T07,r2,2021-04-25_17h15.25.365,subsecond_timing_v2,2021.1.2,Win32,60.09976561
space,0.73905,space,0.46761,0.3,TRUE,Training,0,2,2,2,1,0.5,0.2,True,0.3,T07,r2,2021-04-25_17h15.25.365,subsecond_timing_v2,2021.1.2,Win32,60.09976561
space,0.66674,space,0.5376,0.3,TRUE,Training,0,3,3,3,1,0.5,0.3,True,0.3,T07,r2,2021-04-25_17h15.25.365,subsecond_timing_v2,2021.1.2,Win32,60.09976561
space,0.69084,space,0.672095,0.3,TRUE,Training,0,4,4,4,1,0.75,0.3,True,0.3,T07,r2,2021-04-25_17h15.25.365,subsecond_timing_v2,2021.1.2,Win32,60.09976561
space,0.7506,space,0.825385,0.3,TRUE,Training,0,5,5,5,1,1,0.3,True,0.3,T07,r2,2021-04-25_17h15.25.365,subsecond_timing_v2,2021.1.2,Win32,60.09976561
space,0.97042,space,0.86953,,,ms_large,0,6,6,6,1,1.165,0.2,False,None,T07,r2,2021-04-25_17h15.25.365,subsecond_timing_v2,2021.1.2,Win32,60.09976561
space,0.85912,space,0.767755,,,ms_large,0,7,7,7,1,1.094,0.3,False,None,T07,r2,2021-04-25_17h15.25.365,subsecond_timing_v2,2021.1.2,Win32,60.09976561
space,0.838335,space,1.193115,,,ms_large,0,8,8,8,1,1.2,0.3,False,None,T07,r2,2021-04-25_17h15.25.365,subsecond_timing_v2,2021.1.2,Win32,60.09976561
space,0.85382,space,0.086965,,,ms_large,0,9,9,9,1,1.024,0.1,False,None,T07,r2,2021-04-25_17h15.25.365,subsecond_timing_v2,2021.1.2,Win32,60.09976561
space,0.80619,space,0.755515,,,ms_large,0,10,10,10,1,0.953,0.3,False,None,T07,r2,2021-04-25_17h15.25.365,subsecond_timing_v2,2021.1.2,Win32,60.09976561
space,0.852805,space,0.802615,,,ms_large,0,11,11,11,1,0.847,0.1,False,None,T07,r2,2021-04-25_17h15.25.365,subsecond_timing_v2,2021.1.2,Win32,60.09976561
space,0.785445,space,0.900975,,,ms_large,0,12,12,12,1,0.882,0.3,False,None,T07,r2,2021-04-25_17h15.25.365,subsecond_timing_v2,2021.1.2,Win32,60.09976561
space,0.911545,space,0.937135,,,ms_large,0,13,13,13,1,1.129,0.1,False,None,T07,r2,2021-04-25_17h15.25.365,subsecond_timing_v2,2021.1.2,Win32,60.09976561
