key_resp_start.keys,key_resp_start.rt,key_resp_stop.keys,key_resp_stop.rt,feedback_range,hit,stimulus_range,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimulus_duration,onset,feedback,feedback_range_fromfile,participant,session,date,expName,psychopyVersion,OS,frameRate
space,1.247615,space,1.022615,0.3,TRUE,Training,0,0,0,0,1,1,0.3,True,0.3,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
space,1.239035,space,0.57225,0.3,TRUE,Training,0,1,1,1,1,0.75,0.1,True,0.3,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
space,1.0004,space,0.47781,0.3,TRUE,Training,0,2,2,2,1,0.5,0.1,True,0.3,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
space,1.07422,space,0.509115,0.3,TRUE,Training,0,3,3,3,1,0.5,0.2,True,0.3,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
space,0.96733,space,0.791855,0.3,TRUE,Training,0,4,4,4,1,0.75,0.2,True,0.3,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
space,0.941395,space,0.895475,0.3,TRUE,Training,0,5,5,5,1,1,0.3,True,0.3,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
space,0.90785,space,0.805175,,,ms_small,0,6,6,6,1,0.706,0.2,False,None,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
space,0.97322,space,0.81401,,,ms_small,0,7,7,7,1,0.812,0.3,False,None,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
space,0.922275,space,0.73371,,,ms_small,0,8,8,8,1,0.847,0.1,False,None,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
space,1.17115,space,0.795935,,,ms_small,0,9,9,9,1,0.67,0.3,False,None,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
space,1.002455,space,0.86711,,,ms_small,0,10,10,10,1,0.988,0.1,False,None,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
space,1.02298,space,0.918185,,,ms_small,0,11,11,11,1,0.953,0.1,False,None,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
space,1.156445,space,0.870105,,,ms_small,0,12,12,12,1,0.882,0.3,False,None,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
space,1.101025,space,0.800475,,,ms_small,0,13,13,13,1,0.918,0.1,False,None,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
space,0.956025,space,0.95037,,,ms_small,0,14,14,14,1,0.776,0.2,False,None,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
space,1.2014,space,0.80052,,,ms_small,0,15,15,15,1,0.741,0.3,False,None,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
space,1.060895,space,0.98735,,,ms_small,0,16,16,16,1,1.024,0.3,False,None,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
space,1.32019,space,0.76102,,,ms_small,0,17,17,17,1,0.67,0.1,False,None,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
space,1.37125,space,0.947725,,,ms_small,0,18,18,18,1,0.812,0.3,False,None,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
space,1.22313,space,0.91728,,,ms_small,0,19,19,19,1,0.953,0.3,False,None,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
space,1.128995,space,0.78726,,,ms_small,0,20,20,20,1,0.776,0.1,False,None,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
space,1.04204,space,0.91984,,,ms_small,0,21,21,21,1,0.741,0.2,False,None,Z08,r1,2021-05-05_08h26.34.678,subsecond_timing_v2,2021.1.2,Win32,60.20107158
