key_resp_start.keys,key_resp_start.rt,key_resp_stop.keys,key_resp_stop.rt,feedback_range,hit,stimulus_range,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimulus_duration,onset,feedback,feedback_range_fromfile,participant,session,date,expName,psychopyVersion,OS,frameRate
space,1.359225,space,0.82455,0.3,TRUE,Training,0,0,0,0,1,1,0.2,True,0.3,Z04,r2,2021-04-27_11h52.12.995,subsecond_timing_v2,2021.1.2,Win32,60.36095853
space,0.829815,space,0.34995,0.3,FALSE,Training,0,1,1,1,1,0.75,0.2,True,0.3,Z04,r2,2021-04-27_11h52.12.995,subsecond_timing_v2,2021.1.2,Win32,60.36095853
space,0.650515,space,0.250705,0.3,FALSE,Training,0,2,2,2,1,0.5,0.2,True,0.3,Z04,r2,2021-04-27_11h52.12.995,subsecond_timing_v2,2021.1.2,Win32,60.36095853
space,0.62692,space,0.23875,0.3,FALSE,Training,0,3,3,3,1,0.5,0.3,True,0.3,Z04,r2,2021-04-27_11h52.12.995,subsecond_timing_v2,2021.1.2,Win32,60.36095853
space,0.660295,space,0.351175,0.3,FALSE,Training,0,4,4,4,1,0.75,0.3,True,0.3,Z04,r2,2021-04-27_11h52.12.995,subsecond_timing_v2,2021.1.2,Win32,60.36095853
space,0.725585,space,0.76795,0.3,TRUE,Training,0,5,5,5,1,1,0.3,True,0.3,Z04,r2,2021-04-27_11h52.12.995,subsecond_timing_v2,2021.1.2,Win32,60.36095853
space,0.568685,space,0.82058,,,ms_large,0,6,6,6,1,1.165,0.2,False,None,Z04,r2,2021-04-27_11h52.12.995,subsecond_timing_v2,2021.1.2,Win32,60.36095853
space,0.93345,space,0.944225,,,ms_large,0,7,7,7,1,1.094,0.3,False,None,Z04,r2,2021-04-27_11h52.12.995,subsecond_timing_v2,2021.1.2,Win32,60.36095853
space,0.82103,space,1.44966,,,ms_large,0,8,8,8,1,1.2,0.3,False,None,Z04,r2,2021-04-27_11h52.12.995,subsecond_timing_v2,2021.1.2,Win32,60.36095853
space,0.912365,space,1.266385,,,ms_large,0,9,9,9,1,1.024,0.1,False,None,Z04,r2,2021-04-27_11h52.12.995,subsecond_timing_v2,2021.1.2,Win32,60.36095853
