stimulus_range,stimulus_duration,onset,feedback,feedback_range_fromfile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation_cross.started,fixation_cross.stopped,interval_start.started,interval_start.stopped,interval_end.started,interval_end.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.started,key_resp_start.stopped,fixation_cross_reproduction.started,fixation_cross_reproduction.stopped,reproduction_start.started,reproduction_start.stopped,key_resp_stop.keys,key_resp_stop.rt,key_resp_stop.started,key_resp_stop.stopped,feedback_range,hit,stimulus_range,reproduction_end.started,reproduction_end.stopped,fixation_cross_feedback.started,fixation_cross_feedback.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Training,1,0.2,True,0.3,0,0,0,0,22.48798200004967,None,22.67261840001447,22.722720200021286,23.672604600025807,23.722494000045117,space,1.104076299990993,23.672604600025807,None,24.80900620005559,None,24.80900620005559,24.872322600043844,space,0.9671607000054792,24.80900620005559,None,0.3,True,Training,25.808688800025266,25.872230000037234,25.808688800025266,None,D01,2,2021_Apr_23_0943,subsecond_timing,2021.1.2,59.80764665125996,
Training,0.75,0.2,True,0.3,0,1,1,1,26.322163500008173,None,26.50529960001586,26.555435400048736,27.25534760003211,27.304672199999914,space,0.7487488000188023,27.25534760003211,None,28.023946900037117,None,28.023946900037117,28.088255500013474,space,0.7477007000125013,28.023946900037117,None,0.3,True,Training,28.79049370001303,28.854855700046755,28.79049370001303,None,D01,2,2021_Apr_23_0943,subsecond_timing,2021.1.2,59.80764665125996,
Training,0.5,0.2,True,0.3,0,2,2,2,29.304735100013204,None,29.488114800013136,29.538115400006063,29.988081600051373,30.03803080000216,space,0.7495201999554411,29.988081600051373,None,30.757504200038966,None,30.757504200038966,30.80630660004681,space,0.7741099999984726,30.757504200038966,None,0.3,False,Training,31.556699300010223,31.621110300009605,31.556699300010223,None,D01,2,2021_Apr_23_0943,subsecond_timing,2021.1.2,59.80764665125996,
Training,0.5,0.3,True,0.3,0,3,3,3,32.07111710001482,None,32.35347400000319,32.404240900010336,32.8542248000158,32.90419850003673,space,0.7354554000194184,32.8542248000158,None,33.62226240005111,None,33.62226240005111,33.67116360005457,space,0.627340400009416,33.62226240005111,None,0.3,True,Training,34.2727475000429,34.33717970002908,34.2727475000429,None,D01,2,2021_Apr_23_0943,subsecond_timing,2021.1.2,59.80764665125996,
Training,0.75,0.3,True,0.3,0,4,4,4,34.78636980004376,None,35.07056790002389,35.120619200053625,35.82015740004135,35.87112340005115,space,0.751465699984692,35.82015740004135,None,36.58997030003229,None,36.58997030003229,36.653571200033184,space,0.7291378000518307,36.58997030003229,None,0.3,True,Training,37.33909050002694,37.40294750005705,37.33909050002694,None,D01,2,2021_Apr_23_0943,subsecond_timing,2021.1.2,59.80764665125996,
Training,1,0.3,True,0.3,0,5,5,5,37.8532688000123,None,38.13585310004419,38.18585690000327,39.13652130000992,39.18629610002972,space,0.6812823000364006,39.13652130000992,None,39.83927100000437,None,39.83927100000437,39.902825300057884,space,0.7379760000039823,39.83927100000437,None,0.3,True,Training,40.6053738000337,40.669324700022116,40.6053738000337,None,D01,2,2021_Apr_23_0943,subsecond_timing,2021.1.2,59.80764665125996,
ms_large,1.165,0.2,False,None,0,6,6,6,41.11943210003665,None,41.30260720005026,41.352565600012895,42.46846370003186,42.51901320001343,space,0.8196742000291124,42.46846370003186,None,43.32200470002135,None,43.32200470002135,43.3708459000336,space,0.8471376999514177,43.32200470002135,None,None,None,ms_large,44.18763510003919,44.25220550002996,44.18763510003919,None,D01,2,2021_Apr_23_0943,subsecond_timing,2021.1.2,59.80764665125996,
ms_large,1.094,0.3,False,None,0,7,7,7,44.702192900003865,None,44.98445140005788,45.035377000051085,46.06797070003813,46.118024400027934,space,0.8396424000384286,46.06797070003813,None,46.938220700016245,None,46.938220700016245,47.00157940003555,space,0.8905100999982096,46.938220700016245,None,None,None,ms_large,47.853891400038265,47.91810620005708,47.853891400038265,None,D01,2,2021_Apr_23_0943,subsecond_timing,2021.1.2,59.80764665125996,
ms_large,1.2,0.3,False,None,0,8,8,8,48.3676972000394,None,48.65139920002548,48.701340300031006,49.85105830000248,49.901171100034844,space,0.9099477999843657,49.85105830000248,None,50.78754410002148,None,50.78754410002148,50.8509620000259,space,1.1791033999761567,50.78754410002148,None,None,None,ms_large,51.98622090002755,52.05095240002265,51.98622090002755,None,D01,2,2021_Apr_23_0943,subsecond_timing,2021.1.2,59.80764665125996,
ms_large,1.024,0.1,False,None,0,9,9,9,52.50066880002851,None,52.58401130000129,52.63400470005581,53.600394100009,53.650506900041364,space,0.9452467000228353,53.600394100009,None,54.57015700003831,None,54.57015700003831,54.63360710005509,space,1.054935700027272,54.57015700003831,None,None,None,ms_large,55.65249940002104,55.716775400040206,55.65249940002104,None,D01,2,2021_Apr_23_0943,subsecond_timing,2021.1.2,59.80764665125996,
ms_large,0.953,0.3,False,None,0,10,10,10,56.16676120000193,None,56.449921200051904,56.49992870003916,57.399178600055166,57.44982610002626,space,0.9744949999731034,57.399178600055166,None,58.40237890003482,None,58.40237890003482,58.46672760002548,space,0.9050123000051826,58.40237890003482,None,None,None,ms_large,59.335602000006475,59.39938900002744,59.335602000006475,None,D01,2,2021_Apr_23_0943,subsecond_timing,2021.1.2,59.80764665125996,
ms_large,0.847,0.1,False,None,0,11,11,11,59.84935900004348,None,59.93279710004572,59.98259710002458,60.76511840004241,60.815268800011836,space,0.7229137999820523,60.76511840004241,None,61.51880480005639,None,61.51880480005639,61.58251590002328,space,0.5345530000049621,61.51880480005639,None,None,None,ms_large,62.084384500049055,62.14882330002729,62.084384500049055,None,D01,2,2021_Apr_23_0943,subsecond_timing,2021.1.2,59.80764665125996,
