stimulus_range,stimulus_duration,onset,feedback,feedback_range_fromfile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation_cross.started,fixation_cross.stopped,interval_start.started,interval_start.stopped,interval_end.started,interval_end.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.started,key_resp_start.stopped,fixation_cross_reproduction.started,fixation_cross_reproduction.stopped,reproduction_start.started,reproduction_start.stopped,key_resp_stop.keys,key_resp_stop.rt,key_resp_stop.started,key_resp_stop.stopped,feedback_range,hit,stimulus_range,reproduction_end.started,reproduction_end.stopped,fixation_cross_feedback.started,fixation_cross_feedback.stopped,participant,session,date,expName,psychopyVersion,frameRate,
ms_small,0.882,0.1,False,None,0,58,58,58,218.10687109999708,None,218.19048150000162,218.25114789998042,219.0698257999902,219.1198347999889,space,0.7081835999852046,219.0698257999902,None,219.80611949999002,None,219.80611949999002,219.86965169999166,space,0.664008100022329,219.80611949999002,None,None,None,ms_small,220.4891150999756,220.55225639999844,220.4891150999756,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.812,0.2,False,None,0,59,59,59,221.00275279997732,None,221.18612939998275,221.23600509998505,221.9856913999829,222.0360270999954,space,0.8159144000092056,221.9856913999829,None,222.8236652999767,None,222.8236652999767,222.88511780000408,space,0.7725161999987904,222.8236652999767,None,None,None,ms_small,223.62144210000406,223.6854156999907,223.62144210000406,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,1.024,0.2,False,None,0,60,60,60,224.1355254999944,None,224.31881269998848,224.36877729999833,225.3353405999951,225.3856947000022,space,0.7419216000125743,225.3353405999951,None,226.1050014999928,None,226.1050014999928,226.16855339999893,space,0.7720579000015277,226.1050014999928,None,None,None,ms_small,226.90384250000352,226.968323899986,226.90384250000352,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.847,0.3,False,None,0,61,61,61,227.41821669999626,None,227.7013578999904,227.7514185999753,228.55087350000395,228.60056229998008,space,0.7718142999801785,228.55087350000395,None,229.35418169997865,None,229.35418169997865,229.41777329999604,space,0.7398860999965109,229.35418169997865,None,None,None,ms_small,230.12052519997815,230.18425829999615,230.12052519997815,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.67,0.1,False,None,0,62,62,62,230.63430089998292,None,230.71765979999327,230.76814479997847,231.38408479999634,231.43455169998924,space,0.7784848999872338,231.38408479999634,None,232.18707299997914,None,232.18707299997914,232.2508744999941,space,0.5853517999930773,232.18707299997914,None,None,None,ms_small,232.80339190000086,232.86720189999323,232.80339190000086,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.988,0.3,False,None,0,63,63,63,233.31720729998779,None,233.60057529999176,233.65054979998968,234.5835038999794,234.63402389999828,space,0.5436471999855712,234.5835038999794,None,235.15336430000025,None,235.15336430000025,235.21684529999038,space,0.6142956999829039,235.15336430000025,None,None,None,ms_small,235.78657919997931,235.8501860999968,235.78657919997931,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.812,0.1,False,None,0,64,64,64,236.30005979997804,None,236.38321319999523,236.43321309998282,237.18326029999298,237.23391999999876,space,0.341107699990971,237.18326029999298,None,237.55315890000202,None,237.55315890000202,237.61601430000155,space,0.6475187999894843,237.55315890000202,None,None,None,ms_small,238.21945129998494,238.28302529998473,238.21945129998494,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.882,0.3,False,None,0,65,65,65,238.7333204000024,None,239.01613039997756,239.06624369998462,239.89899669997976,239.94912750000367,space,0.9502920000231825,239.89899669997976,None,240.86880509997718,None,240.86880509997718,240.93253910000203,space,0.821459099999629,240.86880509997718,None,None,None,ms_small,241.71834549997584,241.78241990000242,241.71834549997584,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.918,0.1,False,None,0,66,66,66,242.23205439999583,None,242.31570629999624,242.36568940000143,243.23161469999468,243.28311349998694,space,0.9791289999848232,243.23161469999468,None,244.23526249997667,None,244.23526249997667,244.29868799998076,space,0.7413038999948185,244.23526249997667,None,None,None,ms_small,245.00064379998366,245.06492079998134,245.00064379998366,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,1.024,0.1,False,None,0,67,67,67,245.5151318999997,None,245.59779069997603,245.64825859997654,246.615018099983,246.66632469999604,space,0.8603296999935992,246.615018099983,None,247.50098489999073,None,247.50098489999073,247.56470339998486,space,0.7463761999970302,247.50098489999073,None,None,None,ms_small,248.26671070000157,248.3311859999958,248.26671070000157,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.776,0.2,False,None,0,68,68,68,248.78108639997663,None,248.96364699999685,249.01435250000213,249.7310540000035,249.78165209997678,space,0.7414512000104878,249.7310540000035,None,250.5008089999901,None,250.5008089999901,250.56402940000407,space,0.6566395999980159,250.5008089999901,None,None,None,ms_small,251.19547949999105,251.24688169997535,251.19547949999105,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.953,0.1,False,None,0,69,69,69,251.6972165000043,None,251.78063609998208,251.83054349999293,252.73040859997855,252.7808654999826,space,0.7481394000060391,252.73040859997855,None,253.50088009997853,None,253.50088009997853,253.56337479999638,space,0.8044490999891423,253.50088009997853,None,None,None,ms_small,254.33262249999098,254.39661019999767,254.33262249999098,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.706,0.1,False,None,0,70,70,70,254.84664340000018,None,254.92994149998412,254.9799315999844,255.62983550000354,255.68054479997954,space,0.8300088999967556,255.62983550000354,None,256.4830798000039,None,256.4830798000039,256.5463841999881,space,0.6359109999903012,256.4830798000039,None,None,None,ms_small,257.1491337000043,257.212772400002,257.1491337000043,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.741,0.3,False,None,0,71,71,71,257.6627838999848,None,257.9461365999887,257.99598829998286,258.67934139998397,258.7299998999806,space,0.8171076999860816,258.67934139998397,None,259.5155662999896,None,259.5155662999896,259.5792607999756,space,0.5888222000212409,259.5155662999896,None,None,None,ms_small,260.131361799984,260.19580159999896,260.131361799984,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.882,0.2,False,None,0,72,72,72,260.64569409997785,None,260.8288762999873,260.87893409997923,261.7120541999757,261.76292819998343,space,0.8156985999958124,261.7120541999757,None,262.5485333999968,None,262.5485333999968,262.61196189999464,space,0.7644382000144105,262.5485333999968,None,None,None,ms_small,263.33144979999634,263.39500639998005,263.33144979999634,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.918,0.3,False,None,0,73,73,73,263.8447784000018,None,264.1283129999938,264.17826359998435,265.0447650999995,265.0951795000001,space,0.8371616999793332,265.0447650999995,None,265.9142138999887,None,265.9142138999887,265.97791139999754,space,0.7578208999766503,265.9142138999887,None,None,None,ms_small,266.6966844999988,266.76112559999456,266.6966844999988,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.988,0.2,False,None,0,74,74,74,267.21136999997543,None,267.39453219997813,267.44443429997773,268.37683839999954,268.42729219998,space,1.0268871000153013,268.37683839999954,None,269.4305991999863,None,269.4305991999863,269.4934696999844,space,0.9265579999773763,269.4305991999863,None,None,None,ms_small,270.3798564999888,270.44377009998425,270.3798564999888,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.67,0.1,False,None,0,75,75,75,270.893624999997,None,270.97709609998856,271.0270651000028,271.6436216000002,271.6943600999948,space,0.714223300019512,271.6436216000002,None,272.38021089998074,None,272.38021089998074,272.44348519999767,space,0.6650106000015512,272.38021089998074,None,None,None,ms_small,273.0629601999826,273.1267677999858,273.0629601999826,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.776,0.3,False,None,0,76,76,76,273.57649149998906,None,273.8594124999945,273.9098742999777,274.62637220000033,274.6771428999782,space,0.8582278999965638,274.62637220000033,None,275.51254080000217,None,275.51254080000217,275.5610084999935,space,0.7059797999972943,275.51254080000217,None,None,None,ms_small,276.2455483999802,276.3093290999823,276.2455483999802,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.847,0.2,False,None,0,77,77,77,276.7594134999963,None,276.9427226999833,276.99271589997807,277.7759362999932,277.82638159999624,space,0.7305066999979317,277.7759362999932,None,278.52918289997615,None,278.52918289997615,278.592998099979,space,0.7851618999848142,278.52918289997615,None,None,None,ms_small,279.34490769999684,279.4089942999999,279.34490769999684,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,1.024,0.2,False,None,0,78,78,78,279.85868479998317,None,280.0420996999892,280.09202209999785,281.058469599986,281.108837399981,space,0.8061157999909483,281.058469599986,None,281.8952292999893,None,281.8952292999893,281.9584591999883,space,0.7448153999866918,281.8952292999893,None,None,None,ms_small,282.66091989999404,282.72481620000326,282.66091989999404,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.812,0.3,False,None,0,79,79,79,283.1741470999841,None,283.45814989999053,283.50811899997643,284.2577655999921,284.3072126999905,space,0.8244829000032041,284.2577655999921,None,285.11085109997657,None,285.11085109997657,285.1744674999791,space,0.7245229999825824,285.11085109997657,None,None,None,ms_small,285.86030449997634,285.92430919999606,285.86030449997634,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.953,0.1,False,None,0,80,80,80,286.37435249998816,None,286.4577242999803,286.5068109999993,287.40752229999634,287.4583142999909,space,0.8416033999819774,287.40752229999634,None,288.27729319999344,None,288.27729319999344,288.340713099984,space,0.6967545000079554,288.27729319999344,None,None,None,ms_small,288.9927696999803,289.0571623999858,288.9927696999803,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.706,0.2,False,None,0,81,81,81,289.50706959998934,None,289.6903999999922,289.7403784999915,290.39016280000214,290.44021439997596,space,0.8167165000049863,290.39016280000214,None,291.2265569999872,None,291.2265569999872,291.2901597000018,space,0.5730476999888197,291.2265569999872,None,None,None,ms_small,291.82673089997843,291.89009839997743,291.82673089997843,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.741,0.3,False,None,0,82,82,82,292.3399026999832,None,292.6232439999876,292.6733646999928,293.3562103000004,293.4061321999761,space,0.731262000015704,293.3562103000004,None,294.1095519999799,None,294.1095519999799,294.1729665999883,space,0.5891427999886218,294.1095519999799,None,None,None,ms_small,294.7257458999811,294.78941239998676,294.7257458999811,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.706,0.1,False,None,0,83,83,83,295.23944019997725,None,295.3226960999891,295.3726582999807,296.02258540000184,296.07313899998553,space,0.7867774000042118,296.02258540000184,None,296.8407626999833,None,296.8407626999833,296.90623689998756,space,0.7175093999831006,296.8407626999833,None,None,None,ms_small,297.59103479998885,297.65564029998495,297.59103479998885,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.812,0.2,False,None,0,84,84,84,298.1053990999935,None,298.2889265999838,298.33896059999825,299.088362999988,299.1386563999986,space,0.8002206000091974,299.088362999988,None,299.90821899997536,None,299.90821899997536,299.9717972999788,space,0.7258440000005066,299.90821899997536,None,None,None,ms_small,300.6574454999936,300.72191739999107,300.6574454999936,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.882,0.2,False,None,0,85,85,85,301.17157549998956,None,301.3544508999912,301.4051198999805,302.2382123999996,302.2888862999971,space,0.8971155000035651,302.2382123999996,None,303.15800139997737,None,303.15800139997737,303.2213423999783,space,0.7077590999833774,303.15800139997737,None,None,None,ms_small,303.89094230000046,303.95448709998163,303.89094230000046,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.776,0.1,False,None,0,86,86,86,304.4045516999904,None,304.4877353999764,304.53772319998825,305.2535418999905,305.30414269998437,space,0.722163600003114,305.2535418999905,None,306.0072082999977,None,306.0072082999977,306.0708453999832,space,0.7017745999910403,306.0072082999977,None,None,None,ms_small,306.7406906999822,306.8039430999779,306.7406906999822,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.988,0.3,False,None,0,87,87,87,307.2539418999804,None,307.5371856999991,307.5873029999784,308.5203198999807,308.5709846999962,space,0.8398152000154369,308.5203198999807,None,309.38949109998066,None,309.38949109998066,309.45357479999075,space,0.7001008999941405,309.38949109998066,None,None,None,ms_small,310.1229284000001,310.18664859997807,310.1229284000001,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.67,0.2,False,None,0,88,88,88,310.63648269997793,None,310.81990669999504,310.8699123999977,311.4860783999902,311.5362666999863,space,0.7032728999911342,311.4860783999902,None,312.22282399999676,None,312.22282399999676,312.28655789999175,space,0.5374383000016678,312.22282399999676,None,None,None,ms_small,312.7892991999979,312.8528105999867,312.7892991999979,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.741,0.3,False,None,0,89,89,89,313.30283279999276,None,313.58621189999394,313.6361525999964,314.31930049997754,314.3701998000033,space,0.7268055999884382,314.31930049997754,None,315.07240289999754,None,315.07240289999754,315.1215759999759,space,0.7397303000034299,315.07240289999754,None,None,None,ms_small,315.8387826999824,315.90229080000427,315.8387826999824,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.918,0.1,False,None,0,90,90,90,316.3522643999895,None,316.43562329999986,316.4855342999799,317.35210389998974,317.40230009998777,space,0.7102990999992471,317.35210389998974,None,318.08865429999423,None,318.08865429999423,318.1521005999821,space,0.9576297999883536,318.08865429999423,None,None,None,ms_small,319.0710803999973,319.13502889999654,319.0710803999973,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.847,0.3,False,None,0,91,91,91,319.5850337999873,None,319.8682962000021,319.91829309999594,320.7013850999938,320.7515063000028,space,0.7506694999756292,320.7013850999938,None,321.47142950000125,None,321.47142950000125,321.53484559999197,space,0.8281906000047456,321.47142950000125,None,None,None,ms_small,322.32026290000067,322.38439969997853,322.32026290000067,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.953,0.2,False,None,0,92,92,92,322.83380679998663,None,323.017611999996,323.0677624999953,323.9675276999769,324.01731329999166,space,0.8683082000061404,323.9675276999769,None,324.8700815999764,None,324.8700815999764,324.93414619998657,space,0.8020566999912262,324.8700815999764,None,None,None,ms_small,325.7029622999835,325.7672520999913,325.7029622999835,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,1.024,0.2,False,None,0,93,93,93,326.2172823000001,None,326.40040600000066,326.4504382000014,327.4160468999762,327.46694579999894,space,0.8394134999834932,327.4160468999762,None,328.28680599998916,None,328.28680599998916,328.350195099978,space,0.8844479999970645,328.28680599998916,None,None,None,ms_small,329.2028608999972,329.26670949999243,329.2028608999972,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.882,0.1,False,None,0,94,94,94,329.7165574999817,None,329.79984089999925,329.84987700000056,330.6828120999853,330.7342413000006,space,0.7675185000116471,330.6828120999853,None,331.46925619998365,None,331.46925619998365,331.5329084999976,space,0.6096869999892078,331.46925619998365,None,None,None,ms_small,332.1019541999849,332.16616249998333,332.1019541999849,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.67,0.2,False,None,0,95,95,95,332.6160369999998,None,332.7993700999941,332.84941679998883,333.46585469998536,333.51664239997626,space,0.6595585999893956,333.46585469998536,None,334.1521926999849,None,334.1521926999849,334.21534629998496,space,0.5899077999929432,334.1521926999849,None,None,None,ms_small,334.76884189998964,334.83234699998866,334.76884189998964,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.918,0.3,False,None,0,96,96,96,335.28186279998044,None,335.5655267999973,335.6153235999809,336.48121840000385,336.53206070000306,space,0.7420711000158917,336.48121840000385,None,337.2519106999971,None,337.2519106999971,337.31519579997985,space,1.0387290999933612,337.2519106999971,None,None,None,ms_small,338.33020419999957,338.3815934000013,338.33020419999957,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.706,0.2,False,None,0,97,97,97,338.83165109998663,None,339.0150684999826,339.0649392999767,339.7147665999946,339.76584579999326,space,0.9074641999904998,339.7147665999946,None,340.651049099979,None,340.651049099979,340.71385249999,space,0.6737963000196032,340.651049099979,None,None,None,ms_small,341.3506330999953,341.41441989998566,341.3506330999953,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.988,0.1,False,None,0,98,98,98,341.86432849999983,None,341.94767199998023,341.9977144000004,342.9308248999878,342.9810704999836,space,0.7747793000016827,342.9308248999878,None,343.7338441000029,None,343.7338441000029,343.7974356999912,space,0.8636332000023685,343.7338441000029,None,None,None,ms_small,344.6165501999785,344.68046039997716,344.6165501999785,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.741,0.3,False,None,0,99,99,99,345.13053999998374,None,345.41425279999385,345.4803106999898,346.14709409998613,346.1973886999767,space,0.9433411000063643,346.14709409998613,None,347.1166716000007,None,347.1166716000007,347.1800708999799,space,0.6740177999890875,347.1166716000007,None,None,None,ms_small,347.81574199997704,347.8799190999998,347.81574199997704,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,1.024,0.2,False,None,0,100,100,100,348.3299109999789,None,348.51319389999844,348.5632282999868,349.52973479998764,349.58034469999257,space,0.8669043999980204,349.52973479998764,None,350.41591359997983,None,350.41591359997983,350.4795600999787,space,0.8044954999932088,350.41591359997983,None,None,None,ms_small,351.2490108999773,351.3126515999902,351.2490108999773,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.776,0.2,False,None,0,101,101,101,351.7626287000021,None,351.9459442999796,351.99589959997684,352.71243719998165,352.76288239998394,space,0.9391444000066258,352.71243719998165,None,353.6819934999803,None,353.6819934999803,353.745660399989,space,0.7742687000136357,353.6819934999803,None,None,None,ms_small,354.4830715999997,354.54510129999835,354.4830715999997,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.812,0.2,False,None,0,102,102,102,354.99537570000393,None,355.1786450999789,355.2286232000042,355.9784354000003,356.0288473999826,space,0.9413988000014797,355.9784354000003,None,356.94825099999434,None,356.94825099999434,357.01161429999047,space,0.7808562999998685,356.94825099999434,None,None,None,ms_small,357.7601295999775,357.8114810999832,357.7601295999775,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.953,0.2,False,None,0,103,103,103,358.26146429998334,None,358.4449430999812,358.49480079999194,359.3947288999916,359.4455082999775,space,0.9617110000108369,359.3947288999916,None,360.3808114999847,None,360.3808114999847,360.44443919998594,space,0.9977233000099659,360.3808114999847,None,None,None,ms_small,361.395415099978,361.46093549998477,361.395415099978,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.847,0.1,False,None,0,104,104,104,361.9109033999848,None,361.9940394999867,362.0440845999983,362.82722479998483,362.8778519000043,space,0.884213399986038,362.82722479998483,None,363.73034489998827,None,363.73034489998827,363.79381409997586,space,0.6988398999965284,363.73034489998827,None,None,None,ms_small,364.4467713999911,364.510321299982,364.4467713999911,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.706,0.2,False,None,0,105,105,105,364.96020129998215,None,365.14350559999,365.19354009997915,365.84419099998195,365.8927485999884,space,0.7765588999900501,365.84419099998195,None,366.6464882,None,366.6464882,366.7099285000004,space,0.6277084999892395,366.6464882,None,None,None,ms_small,367.295278399979,367.35975959998905,367.295278399979,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.741,0.1,False,None,0,106,106,106,367.8097462999867,None,367.89321079998626,367.9430503999756,368.62623090000125,368.6767484000011,space,0.6823168999981135,368.62623090000125,None,369.3287138000014,None,369.3287138000014,369.39207219998934,space,0.5592803999898024,369.3287138000014,None,None,None,ms_small,369.90958539998974,369.959197499993,369.90958539998974,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.67,0.1,False,None,0,107,107,107,370.4093618999759,None,370.49245180000435,370.5426140999771,371.15899339999305,371.2094301999896,space,0.6922641999844927,371.15899339999305,None,371.8787230000016,None,371.8787230000016,371.94227909998153,space,0.56304189999355,371.8787230000016,None,None,None,ms_small,372.46160069998587,372.5255256999808,372.46160069998587,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.847,0.1,False,None,0,108,108,108,372.97543349998887,None,373.05882310000015,373.10878079998656,373.89162039998337,373.94135929999175,space,0.812809399998514,373.89162039998337,None,374.7284762999916,None,374.7284762999916,374.79191430000355,space,0.9662912999920081,374.7284762999916,None,None,None,ms_small,375.72717679999187,375.791661700001,375.72717679999187,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.812,0.2,False,None,0,109,109,109,376.24128849999397,None,376.42473040000186,376.47483199997805,377.2246476,377.27579489999334,space,0.9166948000201955,377.2246476,None,378.16116019999026,None,378.16116019999026,378.2246149999846,space,0.7270007000188343,378.16116019999026,None,None,None,ms_small,378.90960919999634,378.97430209998856,378.90960919999634,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.776,0.3,False,None,0,110,110,110,379.42419049999444,None,379.7074552999984,379.7574621999811,380.4741013000021,380.52471909997985,space,0.793705600022804,380.4741013000021,None,381.2936775999842,None,381.2936775999842,381.357216000004,space,0.708602200000314,381.2936775999842,None,None,None,ms_small,382.0265683000034,382.0903402999975,382.0265683000034,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.988,0.3,False,None,0,111,111,111,382.54051179997623,None,382.82367579999845,382.8736714999832,383.80687229998875,383.8576502999931,space,0.782057900010841,383.80687229998875,None,384.60986850000336,None,384.60986850000336,384.67338659998495,space,0.7388394000008702,384.60986850000336,None,None,None,ms_small,385.37569819999044,385.4398553999781,385.37569819999044,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.918,0.1,False,None,0,112,112,112,385.8897646999976,None,385.9731374999974,386.02313079999294,386.8895954999898,386.9399754999904,space,0.7786604999855626,386.8895954999898,None,387.6927151999844,None,387.6927151999844,387.7560808999988,space,0.8998960000171792,387.6927151999844,None,None,None,ms_small,388.62339339999016,388.6893738999788,388.62339339999016,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.882,0.1,False,None,0,113,113,113,389.1231267999974,None,389.20597079998697,389.25588299997617,390.0889653999766,390.1393065000011,space,0.8154932000034023,390.0889653999766,None,390.9251941999828,None,390.9251941999828,390.98893829999724,space,0.7968544000177644,390.9251941999828,None,None,None,ms_small,391.74133589997655,391.80545529999654,391.74133589997655,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,1.024,0.2,False,None,0,114,114,114,392.25444839999545,None,392.43857699999353,392.4885779999895,393.4550376999832,393.5054375999898,space,0.8383447999949567,393.4550376999832,None,394.3245074999868,None,394.3245074999868,394.3732613000029,space,0.8944193000206724,394.3245074999868,None,None,None,ms_small,395.23946270000306,395.30495019999216,395.23946270000306,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.953,0.2,False,None,0,115,115,115,395.7541530999879,None,395.9379793999833,395.9880618999887,396.88771809998434,396.93777799999225,space,0.798001800023485,396.88771809998434,None,397.7073887999868,None,397.7073887999868,397.7710079999815,space,0.8117170999757946,397.7073887999868,None,None,None,ms_small,398.5401959999872,398.60413619998144,398.5401959999872,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.847,0.3,False,None,0,116,116,116,399.05410129998927,None,399.3373239999928,399.3875416999799,400.17052349998266,400.22114439998404,space,0.7493863000127021,400.17052349998266,None,400.9398401999788,None,400.9398401999788,401.0016257999814,space,0.7451369999907911,400.9398401999788,None,None,None,ms_small,401.706861499988,401.77036809999845,401.706861499988,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.882,0.2,False,None,0,117,117,117,402.2202197999868,None,402.4035788999754,402.45368859998416,403.2862613000034,403.3363338999916,space,0.8921200000040699,403.2862613000034,None,404.2065708999871,None,404.2065708999871,404.26993189999484,space,0.8520832000067458,404.2065708999871,None,None,None,ms_small,405.0890245999908,405.15293299997575,405.0890245999908,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,1.024,0.1,False,None,0,118,118,118,405.60238689999096,None,405.68631439999444,405.7361806999834,406.7025247999991,406.75284149998333,space,0.7802367999975104,406.7025247999991,None,407.5058761999826,None,407.5058761999826,407.5693826999923,space,0.896766399993794,407.5058761999826,None,None,None,ms_small,408.42099909999524,408.4857123999973,408.42099909999524,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.706,0.2,False,None,0,119,119,119,408.9364019999921,None,409.11902359998203,409.16890129999956,409.81899079997675,409.86976069997763,space,0.6436569000070449,409.81899079997675,None,410.48862729998655,None,410.48862729998655,410.55205299999216,space,0.5921723000064958,410.48862729998655,None,None,None,ms_small,411.1049753999978,411.1686369999952,411.1049753999978,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.918,0.1,False,None,0,120,120,120,411.6179121999885,None,411.70174689998385,411.7518174999859,412.618361300003,412.6690869999875,space,0.7039213000098243,412.618361300003,None,413.3546398000035,None,413.3546398000035,413.41827909997664,space,0.8294417999859434,413.3546398000035,None,None,None,ms_small,414.21664649999,414.2680485000019,414.21664649999,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.776,0.1,False,None,0,121,121,121,414.71740759999375,None,414.80124909998267,414.85132539999904,415.5679239000019,415.6188673999859,space,0.9502551000041422,415.5679239000019,None,416.53777159997844,None,416.53777159997844,416.6012137999933,space,0.7139710000192281,416.53777159997844,None,None,None,ms_small,417.2708287999849,417.3342052999942,417.2708287999849,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
ms_small,0.953,0.3,False,None,0,122,122,122,417.7840759999817,None,418.06800449997536,418.1334205000021,419.017362899991,419.06806140000117,space,0.8172226000169758,419.017362899991,None,419.85386010000366,None,419.85386010000366,419.9170985999808,space,0.8480704999819864,419.85386010000366,None,None,None,ms_small,420.71923809999134,420.78349299999536,420.71923809999134,None,D01,1,2021_Apr_22_2030,subsecond_timing,2021.1.2,60.0839854012801,
