key_resp_start.keys,key_resp_start.rt,key_resp_stop.keys,key_resp_stop.rt,feedback_range,hit,stimulus_range,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimulus_duration,onset,feedback,feedback_range_fromfile,participant,session,date,expName,psychopyVersion,OS,frameRate
space,0.981595,space,0.7175,0.3,TRUE,Training,0,0,0,0,1,1,0.3,True,0.3,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.67787,space,0.61725,0.3,TRUE,Training,0,1,1,1,1,0.75,0.1,True,0.3,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.579625,space,0.453115,0.3,TRUE,Training,0,2,2,2,1,0.5,0.1,True,0.3,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.583955,space,0.47075,0.3,TRUE,Training,0,3,3,3,1,0.5,0.2,True,0.3,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.70066,space,0.63389,0.3,TRUE,Training,0,4,4,4,1,0.75,0.2,True,0.3,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.8673,space,0.89173,0.3,TRUE,Training,0,5,5,5,1,1,0.3,True,0.3,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.850815,space,0.983695,,,ms_small,0,6,6,6,1,0.706,0.2,False,None,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.77239,space,0.703395,,,ms_small,0,7,7,7,1,0.812,0.3,False,None,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.76289,space,0.85387,,,ms_small,0,8,8,8,1,0.847,0.1,False,None,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.63337,space,0.717485,,,ms_small,0,9,9,9,1,0.67,0.3,False,None,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.876855,space,1.17929,,,ms_small,0,10,10,10,1,0.988,0.1,False,None,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.878755,space,0.916995,,,ms_small,0,11,11,11,1,0.953,0.1,False,None,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.759965,space,0.827665,,,ms_small,0,12,12,12,1,0.882,0.3,False,None,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.79442,space,0.776205,,,ms_small,0,13,13,13,1,0.918,0.1,False,None,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.83738,space,0.716075,,,ms_small,0,14,14,14,1,0.776,0.2,False,None,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.783905,space,0.71431,,,ms_small,0,15,15,15,1,0.741,0.3,False,None,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.934565,space,1.12613,,,ms_small,0,16,16,16,1,1.024,0.3,False,None,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.736855,space,0.64304,,,ms_small,0,17,17,17,1,0.67,0.1,False,None,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.76755,space,0.858085,,,ms_small,0,18,18,18,1,0.812,0.3,False,None,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.878535,space,0.840305,,,ms_small,0,19,19,19,1,0.953,0.3,False,None,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.87764,space,0.749985,,,ms_small,0,20,20,20,1,0.776,0.1,False,None,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.83573,space,0.740805,,,ms_small,0,21,21,21,1,0.741,0.2,False,None,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
space,0.909685,space,0.873545,,,ms_small,0,22,22,22,1,0.847,0.2,False,None,D10,r1,2021-05-15_09h01.39.922,subsecond_timing_v2,2021.1.2,Win32,59.93407252
