key_resp_start.keys,key_resp_start.rt,key_resp_stop.keys,key_resp_stop.rt,feedback_range,hit,stimulus_range,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimulus_duration,onset,feedback,feedback_range_fromfile,participant,session,date,expName,psychopyVersion,OS,frameRate
space,0.224605,space,1.07143,0.3,TRUE,Training,0,0,0,0,1,1,0.2,True,0.3,D09,r2,2021-05-03_21h02.59.428,subsecond_timing_v2,2021.1.2,Win32,59.86948452
space,0.558715,space,0.682525,0.3,TRUE,Training,0,1,1,1,1,0.75,0.2,True,0.3,D09,r2,2021-05-03_21h02.59.428,subsecond_timing_v2,2021.1.2,Win32,59.86948452
space,0.6103,space,0.468885,0.3,TRUE,Training,0,2,2,2,1,0.5,0.2,True,0.3,D09,r2,2021-05-03_21h02.59.428,subsecond_timing_v2,2021.1.2,Win32,59.86948452
space,0.807875,space,0.53605,0.3,TRUE,Training,0,3,3,3,1,0.5,0.3,True,0.3,D09,r2,2021-05-03_21h02.59.428,subsecond_timing_v2,2021.1.2,Win32,59.86948452
space,0.723345,space,0.53648,0.3,TRUE,Training,0,4,4,4,1,0.75,0.3,True,0.3,D09,r2,2021-05-03_21h02.59.428,subsecond_timing_v2,2021.1.2,Win32,59.86948452
space,1.4192,space,1.043475,0.3,TRUE,Training,0,5,5,5,1,1,0.3,True,0.3,D09,r2,2021-05-03_21h02.59.428,subsecond_timing_v2,2021.1.2,Win32,59.86948452
space,1.26413,space,1.507795,,,ms_large,0,6,6,6,1,1.165,0.2,False,None,D09,r2,2021-05-03_21h02.59.428,subsecond_timing_v2,2021.1.2,Win32,59.86948452
space,1.09259,space,1.156615,,,ms_large,0,7,7,7,1,1.094,0.3,False,None,D09,r2,2021-05-03_21h02.59.428,subsecond_timing_v2,2021.1.2,Win32,59.86948452
space,0.83316,space,1.665805,,,ms_large,0,8,8,8,1,1.2,0.3,False,None,D09,r2,2021-05-03_21h02.59.428,subsecond_timing_v2,2021.1.2,Win32,59.86948452
space,1.2342,space,1.339155,,,ms_large,0,9,9,9,1,1.024,0.1,False,None,D09,r2,2021-05-03_21h02.59.428,subsecond_timing_v2,2021.1.2,Win32,59.86948452
space,1.326615,space,0.627175,,,ms_large,0,10,10,10,1,0.953,0.3,False,None,D09,r2,2021-05-03_21h02.59.428,subsecond_timing_v2,2021.1.2,Win32,59.86948452
space,0.82394,space,0.766955,,,ms_large,0,11,11,11,1,0.847,0.1,False,None,D09,r2,2021-05-03_21h02.59.428,subsecond_timing_v2,2021.1.2,Win32,59.86948452
space,0.55271,space,0.857365,,,ms_large,0,12,12,12,1,0.882,0.3,False,None,D09,r2,2021-05-03_21h02.59.428,subsecond_timing_v2,2021.1.2,Win32,59.86948452
space,0.639615,space,1.95596,,,ms_large,0,13,13,13,1,1.129,0.1,False,None,D09,r2,2021-05-03_21h02.59.428,subsecond_timing_v2,2021.1.2,Win32,59.86948452
space,0.79528,space,0.83126,,,ms_large,0,14,14,14,1,1.059,0.3,False,None,D09,r2,2021-05-03_21h02.59.428,subsecond_timing_v2,2021.1.2,Win32,59.86948452
space,0.624815,space,0.734005,,,ms_large,0,15,15,15,1,0.918,0.3,False,None,D09,r2,2021-05-03_21h02.59.428,subsecond_timing_v2,2021.1.2,Win32,59.86948452
space,0.662845,space,1.443225,,,ms_large,0,16,16,16,1,0.988,0.1,False,None,D09,r2,2021-05-03_21h02.59.428,subsecond_timing_v2,2021.1.2,Win32,59.86948452
space,0.870045,space,0.841115,,,ms_large,0,17,17,17,1,0.953,0.2,False,None,D09,r2,2021-05-03_21h02.59.428,subsecond_timing_v2,2021.1.2,Win32,59.86948452
space,0.654585,space,1.10762,,,ms_large,0,18,18,18,1,1.129,0.3,False,None,D09,r2,2021-05-03_21h02.59.428,subsecond_timing_v2,2021.1.2,Win32,59.86948452
