stimulus_range,stimulus_duration,onset,feedback,feedback_range_fromfile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation_cross.started,fixation_cross.stopped,interval_start.started,interval_start.stopped,interval_end.started,interval_end.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.started,key_resp_start.stopped,fixation_cross_reproduction.started,fixation_cross_reproduction.stopped,reproduction_start.started,reproduction_start.stopped,key_resp_stop.keys,key_resp_stop.rt,key_resp_stop.started,key_resp_stop.stopped,feedback_range,hit,stimulus_range,reproduction_end.started,reproduction_end.stopped,fixation_cross_feedback.started,fixation_cross_feedback.stopped,participant,session,date,expName,psychopyVersion,frameRate,
large,2.5,0.1,False,None,0,10,10,10,116.81774189998396,None,116.89991629996803,116.95041659998242,119.40005409996957,119.45020359999035,space,0.49854790000244975,119.40005409996957,None,119.91999969998142,None,119.91999969998142,119.98340099997586,space,2.1695011000265367,119.91999969998142,None,None,None,large,122.11856049997732,122.18298569996841,122.11856049997732,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,5,0.3,False,None,0,11,11,11,122.63235579995671,None,122.91606359998696,122.9660603000084,127.91525279998314,127.96537089999765,space,0.7249185999971814,127.91525279998314,None,128.6682781999698,None,128.6682781999698,128.73194329999387,space,3.9390492000384256,128.6682781999698,None,None,None,large,132.6337074000039,132.69764679996297,132.6337074000039,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,6,0.3,False,None,0,12,12,12,133.14766979997512,None,133.4309865999967,133.48094259999925,139.42977499996778,139.48004170000786,space,0.6240833000047132,139.42977499996778,None,140.0828293999657,None,140.0828293999657,140.1464615999721,space,5.259809199953452,140.0828293999657,None,None,None,large,145.36445659998572,145.42805759998737,145.36445659998572,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,2,0.2,False,None,0,13,13,13,145.87867639999604,None,146.0620924999821,146.11201949999668,148.06169469997985,148.11169659998268,space,0.4963215999887325,148.06169469997985,None,148.58124839997618,None,148.58124839997618,148.64492259995313,space,1.2481406000442803,148.58124839997618,None,None,None,large,149.84722180000972,149.91135329997633,149.84722180000972,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,4,0.1,False,None,0,14,14,14,150.36125590000302,None,150.44461189996218,150.4944961000001,154.44379619997926,154.49419219995616,space,0.5381259999703616,154.44379619997926,None,155.01356329995906,None,155.01356329995906,155.0771245000069,space,2.9528187999967486,155.01356329995906,None,None,None,large,157.99637929996243,158.0592865999788,157.99637929996243,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,2.5,0.3,False,None,0,15,15,15,158.50975739996647,None,158.79313659999752,158.84315639996203,161.29259299999103,161.3428436999675,space,0.6627758000395261,161.29259299999103,None,161.9790653999662,None,161.9790653999662,162.04247939999914,space,2.374332899984438,161.9790653999662,None,None,None,large,164.37769609998213,164.44169309997233,164.37769609998213,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,4,0.1,False,None,0,16,16,16,164.89117779996013,None,164.97546230000444,165.02528409997467,168.97440279996954,169.02434080000967,space,0.8590351999737322,168.97440279996954,None,169.85929049999686,None,169.85929049999686,169.92356669995934,space,3.142135399975814,169.85929049999686,None,None,None,large,173.02782540000044,173.0884274999844,173.02782540000044,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,3.5,0.3,False,None,0,17,17,17,173.53930349997245,None,173.82318079995457,173.87293359998148,177.32244349998655,None,space,0.03375509998295456,177.32244349998655,None,177.37513329996727,None,177.37513329996727,177.4389092999627,space,5.278814100020099,177.37513329996727,None,None,None,large,182.67461789998924,182.7387624999974,182.67461789998924,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,5.5,0.1,False,None,0,18,18,18,183.1909588999697,None,183.27390359999845,183.3384165999596,188.7704957999522,188.8210495999665,space,0.7174900000100024,188.7704957999522,None,189.50705620000372,None,189.50705620000372,189.57050559995696,space,4.0527120000333525,189.50705620000372,None,None,None,large,193.58789999998407,193.65291339997202,193.58789999998407,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,6,0.1,False,None,0,19,19,19,194.1028612999944,None,194.18674799997825,194.2363725999603,200.18485699995654,200.23519869998563,space,0.9196684000198729,200.18485699995654,None,201.13752669998212,None,201.13752669998212,201.2019720999524,space,4.58692059997702,201.13752669998212,None,None,None,large,205.7518812000053,205.8016867999686,205.7518812000053,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,3,0.2,False,None,0,20,20,20,206.26691690000007,None,206.4504013999831,206.50063059997046,209.45070139999734,209.50119979999727,space,0.663922099978663,209.45070139999734,None,210.13577029999578,None,210.13577029999578,210.18399539997336,space,2.527176600007806,210.13577029999578,None,None,None,large,212.68451699998695,212.74946590000764,212.68451699998695,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,2,0.2,False,None,0,21,21,21,213.20018439996056,None,213.38280249998206,213.43267969996668,215.38263209996512,215.43280299997423,space,0.49817740003345534,215.38263209996512,None,215.90186499996344,None,215.90186499996344,215.95018679997884,space,1.4553156000329182,215.90186499996344,None,None,None,large,217.3842869999935,217.44875569996657,217.3842869999935,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,5,0.2,False,None,0,22,22,22,217.89908909995575,None,218.08163470000727,218.13159820000874,223.0824816999957,223.14829320000717,space,0.5662446999922395,223.0824816999957,None,223.6678791999584,None,223.6678791999584,223.73226939997403,space,4.873341400001664,223.6678791999584,None,None,None,large,228.56701329996577,228.63047659996664,228.56701329996577,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,4.5,0.3,False,None,0,23,23,23,229.07971969997743,None,229.36285430000862,229.41296489996603,233.86237449996406,233.91353999997955,space,1.1878101999755017,233.86237449996406,None,235.08354149997467,None,235.08354149997467,235.14649199997075,space,3.9327890999848023,235.08354149997467,None,None,None,large,239.04549230000703,239.09479840000859,239.04549230000703,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,3.5,0.2,False,None,0,24,24,24,239.56139399996027,None,239.74469879997196,239.79492049996043,243.2448938000016,243.29492640000535,space,2.1733148000203073,243.2448938000016,None,245.44658220000565,None,245.44658220000565,245.51065959996777,space,3.561850300000515,245.44658220000565,None,None,None,large,249.02944559999742,249.09357709996402,249.02944559999742,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,3,0.2,False,None,0,25,25,25,249.5429490999668,None,249.72609949996695,249.77594209997915,252.72617139999056,252.77535939996596,space,0.5996238000225276,252.72617139999056,None,253.34419999999227,None,253.34419999999227,253.40931089996593,space,2.5900657000020146,253.34419999999227,None,None,None,large,255.9610851999605,256.02563759998884,255.9610851999605,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,5.5,0.1,False,None,0,26,26,26,256.4755232000025,None,256.55893749999814,256.60880409996025,262.05776080000214,262.1077354999725,space,1.9012267000507563,262.05776080000214,None,263.97681309998734,None,263.97681309998734,264.04081390000647,space,4.515709700004663,263.97681309998734,None,None,None,large,268.5262204000028,268.59055149997585,268.5262204000028,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,2,0.1,False,None,0,27,27,27,269.0397968000034,None,269.12314559996594,269.17320159997325,271.122993899975,271.17283209995367,space,0.5252667000168003,271.122993899975,None,271.67587119998643,None,271.67587119998643,271.739475499955,space,1.2646704000071622,271.67587119998643,None,None,None,large,272.95827020000434,273.02247049997095,272.95827020000434,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,6,0.3,False,None,0,28,28,28,273.47237899998436,None,273.755791899981,273.80579939996824,279.7546949000098,279.80477069999324,space,0.7038490999839269,279.7546949000098,None,280.4910363999661,None,280.4910363999661,280.55461339995963,space,5.205361200030893,280.4910363999661,None,None,None,large,285.7224624999799,285.78698809997877,285.7224624999799,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,2.5,0.1,False,None,0,29,29,29,286.2368796999799,None,286.3203380999621,286.37016579997726,288.8197427999694,288.86986749997595,space,0.6048434000113048,288.8197427999694,None,289.45560809999006,None,289.45560809999006,289.5197327999631,space,1.916148099990096,289.45560809999006,None,None,None,large,291.4050093999831,291.46909789997153,291.4050093999831,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,4,0.2,False,None,0,30,30,30,291.9192017999594,None,292.10248259996297,292.1524965999997,296.1017392000067,296.1518034999608,space,0.5514322000090033,296.1017392000067,None,296.6714454999892,None,296.6714454999892,296.7350452999817,space,3.785218500008341,296.6714454999892,None,None,None,large,300.48707029997604,300.55104789999314,300.48707029997604,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,4.5,0.3,False,None,0,31,31,31,301.00086039997404,None,301.28416109998943,301.3348474999657,305.78340640000533,305.83309139998164,space,0.5831994999898598,305.78340640000533,None,306.38648190000094,None,306.38648190000094,306.4498973999871,space,3.6941929000313394,306.38648190000094,None,None,None,large,310.10122730000876,310.16578189999564,310.10122730000876,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,5,0.1,False,None,0,32,32,32,310.61587539996253,None,310.69919949996984,310.7491244999692,315.69824319996405,315.7482478999882,space,0.5467115999781527,315.69824319996405,None,316.26795339997625,None,316.26795339997625,316.33145469997544,space,4.695535999955609,316.26795339997625,None,None,None,large,320.9829305000021,321.0471877999953,320.9829305000021,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,2.5,0.3,False,None,0,33,33,33,321.4972104000044,None,321.78058129997225,321.83047639997676,324.2801116000046,324.33014529995853,space,0.6761957000126131,324.2801116000046,None,324.98274069995387,None,324.98274069995387,325.0467668999918,space,1.8727484999690205,324.98274069995387,None,None,None,large,326.8826364999986,326.94629269995494,326.8826364999986,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,6,0.1,False,None,0,34,34,34,327.39612279995345,None,327.47949140000856,327.52960979996715,333.47836209996603,333.5284156999551,space,0.5704214000143111,333.47836209996603,None,334.0927427999559,None,334.0927427999559,334.14494119997835,space,3.9567621999885887,334.0927427999559,None,None,None,large,338.08012709999457,338.1442235999857,338.08012709999457,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,5,0.3,False,None,0,35,35,35,338.59368240000913,None,338.8774056999828,338.9273806999554,343.8765083999606,343.9266293999972,space,0.5105846999795176,343.8765083999606,None,344.4128432999714,None,344.4128432999714,344.461787200009,space,3.9069100999622606,344.4128432999714,None,None,None,large,348.3448322999757,348.4090227999841,348.3448322999757,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,3.5,0.1,False,None,0,36,36,36,348.8588520999765,None,348.9423518999829,348.99220159999095,352.4415665999986,352.4916316999588,space,0.6205014000297524,352.4415665999986,None,353.09479740000097,None,353.09479740000097,353.15834219998214,space,3.3104177999775857,353.09479740000097,None,None,None,large,356.42678109998815,356.49087380000856,356.42678109998815,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,3,0.1,False,None,0,37,37,37,356.9408260000055,None,357.0242025000043,357.0741676999605,360.0234930999577,360.0757508999668,space,0.5255142999812961,360.0234930999577,None,360.57746070000576,None,360.57746070000576,360.6403216999606,space,2.521917600010056,360.57746070000576,None,None,None,large,363.126030799991,363.1897275999654,363.126030799991,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,5.5,0.2,False,None,0,38,38,38,363.6396257999586,None,363.82293480000226,363.87296959996456,369.321876699978,369.3719012999791,space,0.46247779997065663,369.321876699978,None,369.8086184999556,None,369.8086184999556,369.8718520999537,space,4.673274700006004,369.8086184999556,None,None,None,large,374.50674609997077,374.57094859995414,374.50674609997077,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,2,0.2,False,None,0,39,39,39,375.02085139998235,None,375.2041346000042,375.25412759999745,377.20393109996803,377.25369449995924,space,0.6670268999878317,377.20393109996803,None,377.8902679999592,None,377.8902679999592,377.9537301999517,space,1.4235535999760032,377.8902679999592,None,None,None,large,379.3372074000072,379.3867693999782,379.3372074000072,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,4,0.2,False,None,0,40,40,40,379.83696809998946,None,380.0199927999638,380.06945159996394,384.0192533999798,384.06921329995384,space,0.5270090000121854,384.0192533999798,None,384.57238039997173,None,384.57238039997173,384.63594109995756,space,3.2445650000008754,384.57238039997173,None,None,None,large,387.83735829999205,387.9019996999996,387.83735829999205,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,4.5,0.2,False,None,0,41,41,41,388.35192250000546,None,388.5351898999652,388.58512000000337,393.033418099978,393.0843962999643,space,0.47003440000116825,393.033418099978,None,393.5372158999671,None,393.5372158999671,393.58691739995265,space,3.9162253999966197,393.5372158999671,None,None,None,large,397.49818080000114,397.54949989996385,397.49818080000114,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,4,0.3,False,None,0,42,42,42,398.0004527999554,None,398.2834349999903,398.3333794999635,402.282597399957,402.3325743000023,space,0.5139018000336364,402.282597399957,None,402.819012699998,None,402.819012699998,402.8827517000027,space,1.4990933000226505,402.819012699998,None,None,None,large,404.34979529998964,404.4156939999666,404.34979529998964,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,3,0.3,False,None,0,43,43,43,404.86571079998976,None,405.14885209995555,405.19890319998376,408.14844640000956,408.1987152000074,space,1.0580561999813654,408.14844640000956,None,409.23463049996644,None,409.23463049996644,409.2981667999993,space,2.48197490000166,409.23463049996644,None,None,None,large,411.7504151999601,411.81438699999126,411.7504151999601,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,4.5,0.1,False,None,0,44,44,44,412.2639455999597,None,412.3478250000044,412.3975158999674,416.8459861999727,416.8966296999715,space,0.20039399998495355,416.8459861999727,None,417.06644619995495,None,417.06644619995495,417.13014129997464,space,4.5756451999768615,417.06644619995495,None,None,None,large,421.66488479997497,421.7292858999572,421.66488479997497,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,5,0.2,False,None,0,45,45,45,422.179356299981,None,422.3624334000051,422.41248800000176,427.361565899977,427.41151879995596,space,0.7803715000045486,427.361565899977,None,428.16640129999723,None,428.16640129999723,428.22725989995524,space,4.612241199996788,428.16640129999723,None,None,None,large,432.79588549997425,432.86064259998966,432.79588549997425,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,2,0.2,False,None,0,46,46,46,433.3104798999848,None,433.49383049999597,433.5437493000063,435.49343390000286,435.54360199999064,space,0.7055435000220314,435.49343390000286,None,436.22972689999733,None,436.22972689999733,436.294985799992,space,1.2974251999985427,436.22972689999733,None,None,None,large,437.545556499972,437.6096181999892,437.545556499972,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,6,0.1,False,None,0,47,47,47,438.05962229997385,None,438.14307809999445,438.19297989999177,444.14142120000906,444.19184909999603,space,0.645766299974639,444.14142120000906,None,444.811718699988,None,444.811718699988,444.87510959996143,space,4.586884199990891,444.811718699988,None,None,None,large,449.4265974999871,449.49093410000205,449.4265974999871,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,5.5,0.3,False,None,0,48,48,48,449.9408377999789,None,450.22411690000445,450.2741150999791,455.7231723999721,455.77306269999826,space,0.5117271000053734,455.7231723999721,None,456.25946559995646,None,456.25946559995646,456.3229719999945,space,4.629408699984197,456.25946559995646,None,None,None,large,460.90830159996403,460.9720880999812,460.90830159996403,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,2.5,0.1,False,None,0,49,49,49,461.42199080000864,None,461.50552599999355,461.55538229999365,464.00509880000027,464.05512309999904,space,0.5074235000065528,464.00509880000027,None,464.5410575999995,None,464.5410575999995,464.6047629999812,space,1.2329745999886654,464.5410575999995,None,None,None,large,465.80665469996165,465.871211199963,465.80665469996165,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,3.5,0.2,False,None,0,50,50,50,466.3211636999622,None,466.5046226999839,466.55451220000396,470.0038924999535,470.0551256999606,space,0.5136896999902092,470.0038924999535,None,470.54038520000177,None,470.54038520000177,470.60396669997135,space,2.3673575000138953,470.54038520000177,None,None,None,large,472.9391658999957,473.00350150000304,472.9391658999957,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,4,0.1,False,None,0,51,51,51,473.4538711999776,None,473.5358436999959,473.5864811000065,477.5358544999617,477.58614359999774,space,0.4640245999908075,477.5358544999617,None,478.0217718000058,None,478.0217718000058,478.0857607999933,space,3.218232400016859,478.0217718000058,None,None,None,large,481.2706096000038,481.3353630999918,481.2706096000038,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,6,0.3,False,None,0,52,52,52,481.7852317999932,None,482.0683742999681,482.11834019998787,488.06743120000465,488.1175959999673,space,0.5411509000114165,488.06743120000465,None,488.63732999999775,None,488.63732999999775,488.70058569998946,space,4.5027289999998175,488.63732999999775,None,None,None,large,493.16847049997887,493.2331448000041,493.16847049997887,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,2,0.3,False,None,0,53,53,53,493.6830337999854,None,493.96615539997583,494.01627249998273,495.96591159998206,496.01666599995224,space,0.6808492999989539,495.96591159998206,None,496.6688682999811,None,496.6688682999811,496.71784639998805,space,1.6058122999966145,496.6688682999811,None,None,None,large,498.3001077999943,498.3652710999595,498.3001077999943,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,4.5,0.1,False,None,0,54,54,54,498.81549639999866,None,498.8987181999837,498.94876379997004,503.39783299999544,503.4479377999669,space,0.7066863000509329,503.39783299999544,None,504.1342111999984,None,504.1342111999984,504.1977993999608,space,4.2453315000166185,504.1342111999984,None,None,None,large,508.39898150000954,508.46348629996646,508.39898150000954,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,5.5,0.3,False,None,0,55,55,55,508.9137802000041,None,509.1968138999655,509.24689979996765,514.6958444999764,514.7462276999722,space,0.608205700002145,514.6958444999764,None,515.3320981999859,None,515.3320981999859,515.3957066999865,space,5.113010700035375,515.3320981999859,None,None,None,large,520.4643588999752,520.5281914999941,520.4643588999752,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,2.5,0.2,False,None,0,56,56,56,520.9780416999711,None,521.1613858999917,521.2113851999748,523.6611462999717,523.7113831999595,space,0.5784571000258438,523.6611462999717,None,524.2639025999815,None,524.2639025999815,524.3274306000094,space,1.5465933000086807,524.2639025999815,None,None,None,large,525.8292484999984,525.893808999972,525.8292484999984,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,3.5,0.2,False,None,0,57,57,57,526.3436826999532,None,526.5270825999905,526.5762788999709,530.0263617999735,530.0762990000076,space,0.65850620000856,530.0263617999735,None,530.7128755999729,None,530.7128755999729,530.7763761999668,space,2.579506100038998,530.7128755999729,None,None,None,large,533.3108204999589,533.3758051999612,533.3108204999589,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,3,0.3,False,None,0,58,58,58,533.8257786000031,None,534.1092697999557,534.1591793999542,537.1084965000045,537.158930399979,space,0.7411373000359163,537.1084965000045,None,537.8780423999997,None,537.8780423999997,537.9416189999902,space,2.6288075000047684,537.8780423999997,None,None,None,large,540.5266009999905,540.5912685999647,540.5266009999905,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,5,0.3,False,None,0,59,59,59,541.0411392999813,None,541.3243611999787,541.3744010999799,546.3235745999846,546.3739559999667,space,0.47802299994509667,546.3235745999846,None,546.8257336999523,None,546.8257336999523,546.890037300007,space,3.615765900001861,546.8257336999523,None,None,None,large,550.4750123999547,550.5394677000004,550.4750123999547,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,2,0.3,False,None,0,60,60,60,550.9894142999547,None,551.2720348999719,551.3219710999983,553.2723092999659,553.3222520999843,space,0.596932000014931,553.2723092999659,None,553.8920414999593,None,553.8920414999593,553.9555573999532,space,1.2556528999703005,553.8920414999593,None,None,None,large,555.1746251999866,555.2384913999704,555.1746251999866,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,4,0.2,False,None,0,61,61,61,555.688551499974,None,555.8717195999925,555.9218512999942,559.8711994999903,559.9211356999585,space,0.49313019996043295,559.8711994999903,None,560.3906270999578,None,560.3906270999578,560.4395412000013,space,3.168950999970548,560.3906270999578,None,None,None,large,563.5901910999673,563.6537126000039,563.5901910999673,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,6,0.1,False,None,0,62,62,62,564.103803200007,None,564.1870450999704,564.236994899984,570.1859092999948,570.2359744999558,space,0.6439884999999776,570.1859092999948,None,570.8557485999772,None,570.8557485999772,570.9192278999835,space,5.553211299993563,570.8557485999772,None,None,None,large,576.4370701999869,576.5013801999739,576.4370701999869,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,5.5,0.2,False,None,0,63,63,63,576.9514865999809,None,577.1346563999541,577.184613099962,582.633653500001,582.6838500999729,space,0.5584955000085756,582.633653500001,None,583.2199955999968,None,583.2199955999968,583.2836117999977,space,5.04646819998743,583.2199955999968,None,None,None,large,588.2854929000023,588.3493833999964,588.2854929000023,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
large,3.5,0.2,False,None,0,64,64,64,588.7992919000098,None,588.9826683999854,589.0326814999571,592.4820865999791,592.5321233999566,space,0.660639799956698,592.4820865999791,None,593.1664186999551,None,593.1664186999551,593.2169945999631,space,2.906079599983059,593.1664186999551,None,None,None,large,596.1005335999653,596.1646527999546,596.1005335999653,None,D01,3,2021_Apr_23_1038,subsecond_timing,2021.1.2,60.01277071704144,
